"","Country","Year","Code","Region","Income_Group","Pov_1.90","Pov_3.20","Pov_5.50","GDP_Pc","Private_Credit","Mean_Inc","Gov_Cons","Expenses","Inflation","Gini","Exports","Imports","Pop_Growth","Schooling","ATM","Bank_Acc","Bank_Branch"
"8004","Guinea","1990","GIN","Sub-Saharan Africa","Low income",NA,NA,NA,569.719339440412,3.54405,24.52545,10.9541039477421,NA,17.2791811697406,NA,31.0752357966487,33.4417832206759,4.58000489701531,6.92509,NA,NA,NA
"8005","Gambia","1990","GMB","Sub-Saharan Africa","Low income",NA,NA,NA,515.330478440116,10.6244,58.33539,13.7473487470419,17.1600695336857,11.9645333908507,NA,59.9027362567641,71.582679085085,3.96838180748951,NA,NA,NA,NA
"8006","Guinea-Bissau","1990","GNB","Sub-Saharan Africa","Low income",NA,NA,NA,613.318258483788,1.93958,115.2191,10.2911210864695,NA,30.2460376878574,NA,9.93598936667604,37.0345133536659,2.3751616338734,NA,NA,NA,NA
"8007","Equatorial Guinea","1990","GNQ","Sub-Saharan Africa","Upper middle income",NA,NA,NA,507.895779429347,22.4358,NA,NA,NA,10.3525268429817,NA,NA,NA,3.02240408235629,NA,NA,NA,NA
"8008","Greece","1990","GRC","Europe & Central Asia","High income",NA,NA,NA,19383.934648323,34.1143,696.2806,17.4830474462891,42.2902887619839,20.6905976185254,NA,14.7785889725068,25.3497181549182,1.05780801198192,80.8234499999999,NA,NA,NA
"8009","Grenada","1990","GRD","Latin America & Caribbean","Upper middle income",NA,NA,NA,4771.7745804548,45.5069,NA,NA,NA,0.0159321127636076,NA,33.4746518110153,49.9103262888247,-0.606777872288738,NA,NA,NA,NA
"8010","Greenland","1990","GRL","Europe & Central Asia","High income",NA,NA,NA,27295.9523444254,NA,NA,NA,NA,5.09258496395462,NA,NA,NA,0.54102927282477,NA,NA,NA,NA
"8011","Guatemala","1990","GTM","Latin America & Caribbean","Lower middle income",NA,NA,NA,2146.59332971006,12.5002,176.1422,6.58421335494863,9.1312650775244,40.5312590868456,NA,21.0275209423808,24.8419645279651,2.32995973546316,NA,NA,NA,NA
"8012","Guam","1990","GUM","East Asia & Pacific","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29463874816865,NA,NA,NA,NA
"8013","Guyana","1990","GUY","Latin America & Caribbean","Upper middle income",NA,NA,NA,1497.15836963493,24.1354,106.8277,13.6163420472266,NA,56.4446095622612,NA,62.706670770763,79.8595600329228,-0.316459785894859,NA,NA,NA,NA
"8014","High income","1990","HIC",NA,NA,0.6,1.3,3.3,28549.813000591,NA,NA,17.1608864661484,25.2856535482373,5.40244442570604,NA,20.1037034309776,20.3506623233242,0.805795199368703,81.43523,NA,NA,NA
"8015","Hong Kong","1990","HKG","East Asia & Pacific","High income",NA,NA,NA,18250.9008304639,153.191,NA,6.83664410535731,NA,7.56492490659322,NA,117.269080326271,108.731159971698,0.321315033221987,NA,NA,NA,NA
"8016","Honduras","1990","HND","Latin America & Caribbean","Lower middle income",44.3,64.3,81.7,1561.20840708581,29.357,124.1869,NA,NA,25.0086874839197,57.4,31.7160545169763,39.2920137648051,2.890656373479,NA,NA,NA,NA
"8017","Heavily indebted poor countries (HIPC)","1990","HPC",NA,NA,NA,NA,NA,625.493291968631,NA,NA,13.2645380788156,NA,11.9645333908507,NA,17.9287556238358,25.9231547478047,2.95695280258302,NA,NA,NA,NA
"8018","Croatia","1990","HRV","Europe & Central Asia","High income",NA,NA,NA,NA,NA,537.4021,NA,NA,NA,NA,NA,NA,0.272337028067604,NA,NA,NA,NA
"8019","Haiti","1990","HTI","Latin America & Caribbean","Low income",NA,NA,NA,923.849295898216,12.5517,122.0726,8.44146436163695,NA,11.9957500841012,NA,11.9101836010311,34.5046707191297,2.04093130593215,NA,NA,NA,NA
"8020","Hungary","1990","HUN","Europe & Central Asia","High income",NA,NA,NA,NA,45.1515,349.6409,NA,NA,NA,NA,NA,NA,-1.03311729690015,NA,NA,NA,NA
"8021","IBRD only","1990","IBD",NA,NA,NA,NA,NA,2375.1021756824,NA,NA,13.5824687938782,NA,15.5018483856217,NA,17.2468145260559,16.8174245661535,1.69725665801246,NA,NA,NA,NA
"8022","IDA & IBRD total","1990","IBT",NA,NA,NA,NA,NA,2058.7882131109,NA,NA,13.4035768946175,NA,11.0871270501609,NA,17.28783140326,17.0645472965014,1.9041428249392,NA,NA,NA,NA
"8023","IDA total","1990","IDA",NA,NA,53.6,77.5,91.1,759.67842541295,NA,NA,10.2113654625567,NA,7.97569881447085,NA,17.9991581912187,21.3502226085346,2.76594561659263,NA,NA,NA,NA
"8024","IDA blend","1990","IDB",NA,NA,NA,NA,NA,1133.19267551886,NA,NA,9.37483244561076,NA,4.05896046910415,NA,20.3872463760313,18.5509633123926,2.79784558685965,NA,NA,NA,NA
"8025","Indonesia","1990","IDN","East Asia & Pacific","Lower middle income",58.8,87,96.8,1707.59791770347,37.9671,64.03263,9.53444118831967,12.7210409964969,9.09394969768374,31.2,27.3057589781449,25.5861024595444,1.78145651946598,NA,NA,NA,NA
"8026","IDA only","1990","IDX",NA,NA,NA,NA,NA,562.963822203889,NA,NA,11.1039360801427,NA,10.7158851531514,NA,15.5561517633826,24.2138557428327,2.7498164131257,18.15613,NA,NA,NA
"8027","Isle of Man","1990","IMN",NA,NA,NA,NA,NA,28255.6630125829,NA,NA,NA,NA,9.04935976155643,NA,NA,NA,1.53297508600483,NA,NA,NA,NA
"8028","India","1990","IND","South Asia","Lower middle income",NA,NA,NA,536.162785952103,24.0863,74.47368,11.2854295871612,NA,10.6683038475821,NA,7.12745017151666,8.54707139874579,2.07432072389489,NA,NA,NA,NA
"8029","Not classified","1990","INX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8030","Ireland","1990","IRL","Europe & Central Asia","High income",NA,NA,NA,23714.7376576609,45.1858,749.5732,17.1790203397734,35.6993016252452,-0.729184822800747,NA,54.6408020812942,50.2630094754751,0.0844130206737995,NA,NA,NA,NA
"8031","Iran","1990","IRN","Middle East & North Africa","Upper middle income",5.6,18.7,42.2,4147.36064825631,29.79,271.0375,10.846374281166,14.6672996347679,22.539535751827,43.6,13.2787418004073,23.8018258981976,2.6110094671083,NA,NA,NA,NA
"8032","Iraq","1990","IRQ","Middle East & North Africa","Upper middle income",NA,NA,NA,4079.3444764974,NA,167.8593,10.9822713740356,NA,73.6453902870281,NA,7.69831832852047,7.42796348779201,2.48534961706099,NA,NA,NA,NA
"8033","Iceland","1990","ISL","Europe & Central Asia","High income",NA,NA,NA,NA,41.4043,1085.294,19.9165346381974,29.8644892024709,NA,NA,33.6464344270755,32.3334081096498,0.777662198585402,NA,NA,NA,NA
"8034","Israel","1990","ISR","Middle East & North Africa","High income",NA,NA,NA,21141.296986775,51.9797,667.4663,27.2451555645382,44.318072674149,15.9320661317135,NA,29.7080192792937,34.642304125349,3.09460300917429,NA,NA,NA,NA
"8035","Italy","1990","ITA","Europe & Central Asia","High income",NA,NA,NA,30839.278333373,52.8412,1073.219,19.661183800693,43.3860807609824,8.91406340847796,NA,18.3164108639657,18.1168527159362,0.0837085729587984,NA,NA,NA,NA
"8036","Jamaica","1990","JAM","Latin America & Caribbean","Upper middle income",4.6,20.7,50.2,4269.01491212406,29.0289,231.9905,13.0361627903991,22.6428561666032,25.1171058836009,41.1,48.0631753995328,51.8769965364948,0.683865659151401,NA,NA,NA,NA
"8037","Jordan","1990","JOR","Middle East & North Africa","Upper middle income",NA,NA,NA,2440.39462527441,67.1821,264.1809,24.0456826681226,NA,12.7409599491563,NA,59.8371326043158,89.6162564026746,4.76134789917515,NA,NA,NA,NA
"8038","Japan","1990","JPN","East Asia & Pacific","High income",NA,NA,NA,38074.4635372551,167.599,1005.045,13.5457558665678,14.0808648867911,2.60530517837819,NA,10.21975999127,9.44298883288122,0.341370596619248,NA,NA,NA,NA
"8039","Kazakhstan","1990","KAZ","Europe & Central Asia","Upper middle income",NA,NA,NA,5890.27604341738,NA,205.7801,NA,NA,NA,NA,NA,NA,0.60434266304362,NA,NA,NA,NA
"8040","Kenya","1990","KEN","Sub-Saharan Africa","Lower middle income",NA,NA,NA,930.033643614353,17.7922,176.7154,18.642430895609,NA,10.6371987339056,NA,25.6926059649364,31.3283077167904,3.34331630979555,NA,NA,NA,NA
"8041","Kyrgyz Republic","1990","KGZ","Europe & Central Asia","Lower middle income",NA,NA,NA,1095.93262805238,NA,230.2512,25,NA,7.97569881447085,NA,29.2056074766355,49.5327102803738,1.92448488335946,NA,NA,NA,NA
"8042","Cambodia","1990","KHM","East Asia & Pacific","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.21828308461176,NA,NA,NA,NA
"8043","Kiribati","1990","KIR","East Asia & Pacific","Lower middle income",NA,NA,NA,1682.77874828411,NA,157.0125,37.7078431372549,NA,-1.06275303643724,NA,20.2309803921569,117.867450980392,2.16659320763714,NA,NA,NA,NA
"8044","St. Kitts and Nevis","1990","KNA","Latin America & Caribbean","High income",NA,NA,NA,9715.87465250316,53.3303,NA,NA,17.5673656178486,7.60323497150297,NA,37.920279553947,60.927476679467,-0.0440712001844455,NA,NA,NA,NA
"8045","Korea Rep.","1990","KOR","East Asia & Pacific","High income",NA,NA,NA,8464.93705011657,50.3199,535.2911,11.2547373127519,13.450351849632,10.1086319708925,NA,25.3399004513123,25.9210984850209,0.985130494218767,NA,NA,NA,NA
"8046","Kuwait","1990","KWT","Middle East & North Africa","High income",NA,NA,NA,NA,NA,NA,38.7492463069038,48.0479348809165,NA,NA,44.9389489749774,58.0720511757612,0.127867047148911,NA,NA,NA,NA
"8047","Latin America & Caribbean (excluding high income)","1990","LAC",NA,NA,NA,NA,NA,6438.65488885023,NA,NA,14.3386740544776,27.1962426616906,25.0628966837603,NA,16.14457214705,14.536014970693,1.94040967570021,58.07004,NA,NA,NA
"8048","Lao PDR","1990","LAO","East Asia & Pacific","Lower middle income",NA,NA,NA,462.001627182118,0.454499,90.69833,NA,NA,37.9073807662378,NA,11.3287632936327,24.5184451833458,2.85992376727117,NA,NA,NA,NA
"8049","Lebanon","1990","LBN","Middle East & North Africa","Upper middle income",NA,NA,NA,3117.65621323206,61.489,265.0938,18.8723345851054,NA,15.5018483856217,NA,17.9927860454404,99.9130219813576,0.981898620572538,NA,NA,NA,NA
"8050","Liberia","1990","LBR","Sub-Saharan Africa","Low income",NA,NA,NA,NA,NA,72.51266,NA,NA,NA,NA,NA,NA,-1.62193059441523,NA,NA,NA,NA
"8051","Libya","1990","LBY","Middle East & North Africa","Upper middle income",NA,NA,NA,NA,NA,NA,24.3982895540623,NA,NA,NA,39.6762370189371,31.1215638362859,2.4585364260288,NA,NA,NA,NA
"8052","St. Lucia","1990","LCA","Latin America & Caribbean","Upper middle income",NA,NA,NA,6523.01169138256,47.4787,97.32455,12.2564468921958,NA,8.25234139449171,NA,55.2304567890551,62.994189122056,1.62620631152831,NA,NA,NA,NA
"8053","Latin America & Caribbean","1990","LCN",NA,NA,14.2,29,49.3,6520.86601615707,NA,NA,13.1438476387897,24.7623055031055,18.5479003002392,NA,17.2740239848042,15.1331659032583,1.87414658455009,58.76312,NA,NA,NA
"8054","Least developed countries: UN classification","1990","LDC",NA,NA,NA,NA,NA,514.005662303972,NA,NA,NA,NA,11.0871270501609,NA,NA,NA,2.7456423722618,15.17797,NA,NA,NA
"8055","Low income","1990","LIC",NA,NA,60.6,79.9,91.4,573.300899672127,NA,NA,NA,NA,10.6883597199016,NA,NA,NA,2.842827938607,NA,NA,NA,NA
"8056","Liechtenstein","1990","LIE","Europe & Central Asia","High income",NA,NA,NA,NA,NA,NA,NA,NA,5.40244442570604,NA,NA,NA,1.18978203031866,NA,NA,NA,NA
"8057","Sri Lanka","1990","LKA","South Asia","Lower middle income",8.7,43.1,80.6,1189.39329195959,17.7204,128.296,9.75965243766004,24.6360912910524,20.0632752928865,32.4,30.1808045148298,38.0631106580812,1.27177841403097,NA,NA,NA,NA
"8058","Lower middle income","1990","LMC",NA,NA,44.8,74.4,89.8,953.699860551848,NA,NA,10.8483478617646,NA,10.6371987339056,NA,17.3389844276657,19.5448743972696,2.2954786863592,NA,NA,NA,NA
"8059","Low & middle income","1990","LMY",NA,NA,44.5,68.3,82.6,1964.55207022239,NA,NA,13.7423700701111,NA,10.7158851531514,NA,17.2619640983935,17.2344298539611,1.96830287922478,NA,NA,NA,NA
"8060","Lesotho","1990","LSO","Sub-Saharan Africa","Lower middle income",NA,NA,NA,674.830851920505,13.3903,116.9418,NA,NA,11.993903907434,NA,NA,NA,1.75579046015596,NA,NA,NA,NA
"8061","Late-demographic dividend","1990","LTE",NA,NA,NA,NA,NA,2753.20743625605,NA,NA,15.7950199099895,NA,8.33115258039153,NA,18.2270213684149,17.1823608264182,1.39714513704887,NA,NA,NA,NA
"8062","Lithuania","1990","LTU","Europe & Central Asia","High income",NA,NA,NA,NA,NA,249.5284,NA,NA,NA,NA,NA,NA,0.367999030323355,NA,NA,NA,NA
"8063","Luxembourg","1990","LUX","Europe & Central Asia","High income",NA,NA,NA,65921.9101702064,110.475,1569.506,15.7943387550941,29.1513461588448,2.51338778588683,NA,97.8007609925223,85.0681875688982,1.25174570700817,NA,NA,NA,NA
"8064","Latvia","1990","LVA","Europe & Central Asia","High income",NA,NA,NA,NA,NA,447.5977,NA,NA,NA,NA,NA,NA,-0.142736397581795,NA,NA,NA,NA
"8065","Macao SAR","1990","MAC","East Asia & Pacific","High income",NA,NA,NA,21532.1519548029,62.8367,NA,10.261273466228,NA,10.9899369427834,NA,99.0323204954519,78.0259338107219,3.26075375495226,47.36861,NA,NA,NA
"8066","St. Martin (French part)","1990","MAF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.18310506010729,NA,NA,NA,NA
"8067","Morocco","1990","MAR","Middle East & North Africa","Lower middle income",2.9,19.3,48.7,1720.78048670646,15.609,214.2922,15.6975493484979,17.7818597266757,7.69435962224856,39.2,24.5593205075626,30.0673669130572,1.85783015878511,NA,NA,NA,NA
"8068","Monaco","1990","MCO","Europe & Central Asia","High income",NA,NA,NA,124527.835088219,NA,NA,NA,NA,2.6405612249287,NA,NA,NA,0.432333740074648,NA,NA,NA,NA
"8069","Moldova","1990","MDA","Europe & Central Asia","Lower middle income",NA,NA,NA,NA,NA,361.3239,NA,NA,NA,NA,NA,NA,0.406669938255361,NA,NA,NA,NA
"8070","Madagascar","1990","MDG","Sub-Saharan Africa","Low income",NA,NA,NA,492.398908832677,14.5174,70.53059,8.02549233595021,NA,11.4583689471705,NA,16.6021488145215,28.0271888063961,2.88620025751485,NA,NA,NA,NA
"8071","Maldives","1990","MDV","South Asia","Upper middle income",NA,NA,NA,NA,10.9742,NA,NA,16.5912078282459,NA,NA,85.4529964461321,82.6266296674943,3.01061822755274,NA,NA,NA,NA
"8072","Middle East & North Africa","1990","MEA",NA,NA,6.2,26.8,59.1,4930.11169175947,NA,NA,20.3218733787563,NA,15.5018483856217,NA,29.1081757878946,32.6735441540587,3.52048488465972,49.19522,NA,NA,NA
"8073","Mexico","1990","MEX","Latin America & Caribbean","Upper middle income",NA,NA,NA,7661.6730795752,14.5332,300.6799,8.430745096664,16.9185752446421,28.1963805281415,NA,18.7044710491717,19.815225364158,1.96389203586837,43.8634,NA,NA,NA
"8074","Marshall Islands","1990","MHL","East Asia & Pacific","Upper middle income",NA,NA,NA,2630.06799367473,NA,NA,NA,NA,4.98987695673496,NA,NA,NA,3.18782900394434,NA,NA,NA,NA
"8075","Middle income","1990","MIC",NA,NA,NA,NA,NA,2092.71606986973,NA,NA,13.7397734405773,NA,11.993903907434,NA,17.2492872546779,17.0779502847103,1.88996334799813,NA,NA,NA,NA
"8076","Macedonia","1990","MKD","Europe & Central Asia","Upper middle income",NA,NA,NA,3853.89786345872,NA,228.593,18.1253759398496,NA,NA,NA,24.5678571428571,34.1191729323308,-0.0321554845652009,NA,NA,NA,NA
"8077","Mali","1990","MLI","Sub-Saharan Africa","Low income",NA,NA,NA,481.254851922966,11.4608,35.708,17.0355604256057,NA,7.60211265142119,NA,15.6535918082124,30.9305694356864,1.85590551865616,NA,NA,NA,NA
"8078","Malta","1990","MLT","Middle East & North Africa","High income",NA,NA,NA,12026.4033042837,70.8199,595.0522,16.2303573296044,64.5334405605792,3.15104983795098,NA,75.8336262449983,88.6501113771416,0.978313699279678,76.6636,NA,NA,NA
"8079","Myanmar","1990","MMR","East Asia & Pacific","Lower middle income",NA,NA,NA,197.209845108435,3.27886,25.328,NA,NA,18.5395953745487,NA,NA,NA,1.516347430098,NA,NA,NA,NA
"8080","Middle East & North Africa (excluding high income)","1990","MNA",NA,NA,NA,NA,NA,2808.82649053117,NA,NA,13.6154081041641,NA,17.7430513714023,NA,20.2464552438432,29.0339293042458,3.53532970786459,48.97625,NA,NA,NA
"8081","Montenegro","1990","MNE","Europe & Central Asia","Upper middle income",NA,NA,NA,NA,NA,586.305,NA,NA,NA,NA,NA,NA,-0.0328127540676757,NA,NA,NA,NA
"8082","Mongolia","1990","MNG","East Asia & Pacific","Lower middle income",NA,NA,NA,1761.2173863106,NA,173.0879,24.3534634601164,NA,23.2429253082741,NA,18.274701678859,40.3471932906716,1.9947701447943,NA,NA,NA,NA
"8083","Northern Mariana Islands","1990","MNP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.63298969756389,NA,NA,NA,NA
"8084","Mozambique","1990","MOZ","Sub-Saharan Africa","Low income",NA,NA,NA,172.910866445037,NA,34.16045,13.5177233634546,NA,34.0550350192205,NA,8.17407091573342,36.0681522908856,1.42956117830082,NA,NA,NA,NA
"8085","Mauritania","1990","MRT","Sub-Saharan Africa","Lower middle income",NA,NA,NA,1016.89348263408,30.1617,100.7623,25.9432529630848,NA,2.64247754767908,NA,45.6419062610881,60.731681103548,2.70149747962628,NA,NA,NA,NA
"8086","Mauritius","1990","MUS","Sub-Saharan Africa","Upper middle income",NA,NA,NA,3707.85650628652,30.6711,179.5497,13.5573022312373,18.9655172413793,10.1209964250722,NA,64.9568965517241,72.1551724137931,0.712313471132199,NA,NA,NA,NA
"8087","Malawi","1990","MWI","Sub-Saharan Africa","Low income",NA,NA,NA,330.589143032966,10.2005,96.5063,15.0591215187715,NA,10.6608342866518,NA,23.7820743067987,33.4207674228863,3.70080928594383,NA,NA,NA,NA
"8088","Malaysia","1990","MYS","East Asia & Pacific","Upper middle income",NA,NA,NA,4534.82968518466,76.8522,376.6564,13.7939721702035,NA,3.80781497439384,NA,74.4661197000361,72.4221328339534,2.82441823263092,NA,NA,NA,NA
"8089","North America","1990","NAC",NA,NA,NA,NA,NA,36335.9250323235,NA,NA,16.4751421141022,21.7435627444816,3.69915670345064,NA,10.6670888448641,11.8348574609545,1.17280028030366,84.44724,NA,NA,NA
"8090","Namibia","1990","NAM","Sub-Saharan Africa","Upper middle income",NA,NA,NA,3550.75454198582,21.7081,205.0001,23.506014390106,NA,6.37976365555805,NA,43.625833501553,50.2740955084163,3.94764057290617,NA,NA,NA,NA
"8091","New Caledonia","1990","NCL","East Asia & Pacific","High income",NA,NA,NA,NA,NA,NA,9.40000003925455,NA,-4.63560393373722,NA,18.4876237916876,34.7123109018204,2.36898913568499,NA,NA,NA,NA
"8092","Niger","1990","NER","Sub-Saharan Africa","Low income",NA,NA,NA,382.508607095004,12.8036,53.54329,16.7885699527103,NA,-1.5982466405799,NA,14.8110928766013,21.6020138998187,3.09070634494405,5.46455,NA,NA,NA
"8093","Nigeria","1990","NGA","Sub-Saharan Africa","Lower middle income",NA,NA,NA,1514.09826948146,8.55463,72.17298,1.22014067179869,NA,6.66894187234996,NA,20.9747728482485,9.94996723077932,2.57903723361845,NA,NA,NA,NA
"8094","Nicaragua","1990","NIC","Latin America & Caribbean","Lower middle income",NA,NA,NA,1134.24665451017,19.2603,137.8371,43.4792056528719,65.2271170148582,5016.10794964774,NA,24.9483592559642,46.3424548271313,2.17818005122711,NA,NA,NA,NA
"8095","Netherlands","1990","NLD","Europe & Central Asia","High income",NA,NA,NA,35483.299495835,77.1658,1071.996,21.6422754636202,45.9792584641688,1.55975159112005,NA,54.7855854002371,49.7826389937174,0.688603823438797,83.74738,NA,NA,NA
"8096","Norway","1990","NOR","Europe & Central Asia","High income",NA,NA,NA,60268.6579400941,79.2009,1109.415,20.2841863814579,38.0948443709492,3.81142999582515,NA,39.4194916384392,33.1700584109034,0.344151412835214,87.25722,NA,NA,NA
"8097","Nepal","1990","NPL","South Asia","Low income",NA,NA,NA,357.206430753777,11.7449,55.47636,8.66306954436451,NA,10.7158851531514,NA,10.5273091204456,21.6614450375184,2.46155011205517,NA,NA,NA,NA
"8098","Nauru","1990","NRU","East Asia & Pacific","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21998183077,NA,NA,NA,NA
"8099","New Zealand","1990","NZL","East Asia & Pacific","High income",NA,NA,NA,24830.394303343,72.2794,NA,18.4371184371184,NA,1.39396034355279,NA,26.747804167159,25.8327097036774,0.92322272881111,84.59661,NA,NA,NA
"8100","OECD members","1990","OED",NA,NA,NA,NA,NA,27355.6919524588,NA,NA,16.8819661272281,25.0110525000298,4.60362124040594,NA,17.8975236587805,18.5642558691768,0.852740122728164,76.24185,NA,NA,NA
"8101","Oman","1990","OMN","Middle East & North Africa","High income",NA,NA,NA,14903.1587676903,19.4746,NA,22.2902334794899,32.5357786730174,24.8409243776323,NA,47.2300741169401,27.59910080349,3.9967946173705,NA,NA,NA,NA
"8102","Other small states","1990","OSS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.82671508787536,NA,NA,NA,2.317132470677,35.92215,NA,NA,NA
"8103","Pakistan","1990","PAK","South Asia","Lower middle income",58.9,87.2,96.9,741.801449833254,23.3791,64.74192,15.1367554027506,NA,6.45199796966136,33.2,15.5383068866323,23.3711880007087,2.9117487007301,NA,NA,NA,NA
"8104","Panama","1990","PAN","Latin America & Caribbean","Upper middle income",NA,NA,NA,4061.47929863988,37.7906,256.6031,17.2773189542315,NA,0.565205375333846,NA,57.4932945723844,64.3002583009829,2.10693817824368,NA,NA,NA,NA
"8105","Peru","1990","PER","Latin America & Caribbean","Upper middle income",NA,NA,NA,2679.93479305847,4.89284,251.9179,7.2737484819063,19.4571009482371,6261.23955861905,NA,15.6971914620014,13.772485437766,2.1197391467776,NA,NA,NA,NA
"8106","Philippines","1990","PHL","East Asia & Pacific","Lower middle income",NA,NA,NA,1525.81242819074,19.4164,133.0696,10.1039047117765,16.7639061784918,12.9712812730289,NA,27.5162290192409,33.2840405593198,2.54303548856739,NA,NA,NA,NA
"8107","Palau","1990","PLW","East Asia & Pacific","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21821794097892,NA,NA,NA,NA
"8108","Papua New Guinea","1990","PNG","East Asia & Pacific","Lower middle income",NA,NA,NA,1490.94647029033,29.0115,66.22658,24.8325824068656,31.1517456602302,4.13823158507964,NA,40.6247968272544,48.9467524868344,2.52175866820289,NA,NA,NA,NA
"8109","Poland","1990","POL","Europe & Central Asia","High income",NA,NA,NA,5946.67084991613,15.5963,508.1661,NA,NA,NA,NA,NA,NA,0.392398205207372,NA,NA,NA,NA
"8110","Pre-demographic dividend","1990","PRE",NA,NA,NA,NA,NA,1065.46680618724,NA,NA,8.86670137453078,NA,10.4948627884437,NA,16.9319389516754,16.3455587025834,2.87575535952075,NA,NA,NA,NA
"8111","Puerto Rico","1990","PRI","Latin America & Caribbean","High income",NA,NA,NA,17320.8098752904,NA,NA,14.4788646186131,NA,11.8512386196171,NA,63.0814635210608,51.3711985710065,0.890295757233682,NA,NA,NA,NA
"8112","Korea Dem. People’s Rep.","1990","PRK","East Asia & Pacific","Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4858685213596,NA,NA,NA,NA
"8113","Portugal","1990","PRT","Europe & Central Asia","High income",NA,NA,NA,16687.2650889218,43.06,602.0435,15.282640844663,32.3191187760837,13.1446505059563,NA,29.1646258915704,35.882882666698,-0.217948479672573,NA,NA,NA,NA
"8114","Paraguay","1990","PRY","Latin America & Caribbean","Upper middle income",1.2,4.7,18.3,3555.69418713502,13.1768,426.0423,6.16494703604543,NA,36.6075313270422,40.8,52.2235305165074,39.0848102844119,2.64106675444296,NA,NA,NA,NA
"8115","West Bank and Gaza","1990","PSE",NA,NA,NA,NA,NA,NA,NA,157.8554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8116","Pacific island small states","1990","PSS",NA,NA,NA,NA,NA,2472.26250497397,NA,NA,20.2873035152839,NA,4.98987695673496,NA,53.2302801844398,69.5569267367255,1.39622614411314,NA,NA,NA,NA
"8117","Post-demographic dividend","1990","PST",NA,NA,NA,NA,NA,29357.6891708227,NA,NA,17.0785872133915,25.2676816922095,4.65075057951863,NA,19.2027047258138,19.698348692459,0.640943509966021,83.80956,NA,NA,NA
"8118","French Polynesia","1990","PYF","East Asia & Pacific","High income",NA,NA,NA,NA,NA,NA,NA,NA,0.764363963542934,NA,NA,NA,2.10028936415239,NA,NA,NA,NA
"8119","Qatar","1990","QAT","Middle East & North Africa","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.10688252544275,66.1326799999999,NA,NA,NA
"8120","Romania","1990","ROU",NA,NA,NA,NA,NA,5342.45113221536,NA,394.1338,13.3232311458212,33.3442126121926,NA,NA,16.726891246066,26.1802074833897,0.17417662808295,NA,NA,NA,NA
"8121","Russian Federation","1990","RUS","Europe & Central Asia","Upper middle income",NA,NA,NA,9534.49562145847,NA,454.2997,20.7854703508227,NA,15.9029112572744,NA,18.1620614715927,17.9447376591121,0.385794345665368,NA,NA,NA,NA
"8122","Rwanda","1990","RWA","Sub-Saharan Africa","Low income",NA,NA,NA,360.076716413224,7.37566,56.21112,10.1409627104141,12.6646089979756,13.4614689140717,NA,5.61460915538142,14.0695497189482,0.273598814884366,NA,NA,NA,NA
"8123","South Asia","1990","SAS",NA,NA,47.3,81.7,95.3,548.586334471621,NA,NA,11.1532653224049,NA,8.6005195699186,NA,8.56195221728037,11.1822906299472,2.22873711003271,NA,NA,NA,NA
"8124","Saudi Arabia","1990","SAU","Middle East & North Africa","High income",NA,NA,NA,18002.7387272615,57.1189,NA,29.0162631517321,NA,7.10159680507599,NA,40.3347940771336,31.3732216282657,3.55911572548267,NA,NA,NA,NA
"8125","Sudan","1990","SDN","Sub-Saharan Africa","Lower middle income",NA,NA,NA,764.731508712802,5.94809,72.53972,5.77994589970638,NA,66.2355883515839,NA,4.02138910265514,7.06606643304676,3.39218161340522,NA,NA,NA,NA
"8126","Senegal","1990","SEN","Sub-Saharan Africa","Low income",NA,NA,NA,1066.38989998052,27.5788,65.33425,18.4448693555788,NA,-0.0178712287101064,NA,25.4105358069405,32.1856078697518,3.05067584104725,NA,NA,NA,NA
"8127","Singapore","1990","SGP","East Asia & Pacific","High income",NA,NA,NA,22178.4893943358,86.1673,NA,9.50880263462081,17.0620630771566,4.65075057951863,NA,177.154847795902,167.104115460385,3.88909360745296,NA,NA,NA,NA
"8128","Solomon Islands","1990","SLB","East Asia & Pacific","Lower middle income",NA,NA,NA,1298.71730394089,29.7462,106.1974,NA,NA,NA,NA,30.0522875816994,64.6928104575163,2.79227951563249,NA,NA,NA,NA
"8129","Sierra Leone","1990","SLE","Sub-Saharan Africa","Low income",NA,NA,NA,415.980643711045,3.3305,58.69734,7.79989022828451,NA,70.5915492458485,NA,34.6898949037465,34.0007724676275,1.46650834416568,NA,NA,NA,NA
